team_1,team_2,team_1_rank,team_2_rank,venue,weeks_ago,result
TON,SAM,12,8,Away,276,lost
TON,FIJ,12,11,Away,275,lost
TON,GEO,13,15,Away,254,won
TON,USA,13,18,Neutral,253,won
TON,SCO,13,8,Away,252,lost
TON,FIJ,12,11,Away,218,lost
TON,CAN,12,17,Away,217,won
TON,USA,12,16,Neutral,216,won
TON,JPN,12,13,Neutral,215,won
TON,GEO,12,14,Neutral,209,lost
TON,NAM,12,22,Neutral,207,won
TON,ARG,13,8,Neutral,207,lost
TON,NZL,13,1,Neutral,206,lost
TON,FIJ,13,11,Away,171,lost
TON,GEO,13,12,Neutral,170,lost
TON,SAM,13,15,Away,169,lost
TON,USA,15,17,Neutral,148,won
TON,ITA,15,13,Away,147,won
TON,WAL,13,8,Neutral,118,lost
TON,JPN,13,11,Neutral,96,lost
TON,GEO,13,12,Neutral,67,lost
TON,SAM,13,16,Neutral,66,won
TON,FIJ,13,10,Away,65,won
TON,WAL,12,3,Away,44,lost
TON,GEO,12,13,Away,43,lost
TON,SAM,13,16,Away,8,lost
TON,JPN,13,11,Away,7,lost
TON,CAN,13,21,Neutral,6,won
TON,FIJ,13,9,Neutral,3,lost
TON,NZL,13,1,Away,2,lost
ARG,URU,7,16,Neutral,803,won
ARG,WAL,7,8,Home,797,won
ARG,WAL,7,8,Home,796,lost
ARG,NZL,7,2,Away,795,lost
ARG,FRA,8,4,Away,774,won
ARG,IRE,8,6,Away,773,lost
ARG,RSA,8,5,Home,772,lost
ARG,JPN,8,18,Home,752,won
ARG,URU,8,15,Home,749,won
ARG,ITA,8,12,Home,745,won
ARG,ITA,8,12,Neutral,744,lost
ARG,RSA,8,2,Home,724,lost
ARG,SCO,8,9,Away,723,won
ARG,ITA,8,11,Away,722,won
ARG,SAM,8,12,Home,720,lost
ARG,WAL,9,7,Home,693,won
ARG,WAL,9,7,Home,692,won
ARG,NZL,9,1,Home,691,lost
ARG,URU,8,16,Home,689,won
ARG,ENG,8,6,Away,671,won
ARG,ITA,8,12,Away,670,won
ARG,FRA,8,2,Away,669,lost
ARG,IRE,7,4,Neutral,643,won
ARG,IRE,7,4,Home,642,won
ARG,ITA,7,9,Home,641,won
ARG,WAL,6,8,Away,631,lost
ARG,FRA,6,2,Away,628,won
ARG,GEO,6,17,Neutral,627,won
ARG,NAM,6,25,Neutral,626,won
ARG,IRE,6,5,Neutral,625,won
ARG,SCO,4,8,Neutral,624,won
ARG,RSA,4,3,Neutral,623,lost
ARG,FRA,4,5,Away,622,won
ARG,URU,3,20,Away,590,won
ARG,SCO,3,10,Home,589,won
ARG,SCO,3,10,Home,588,lost
ARG,ITA,3,11,Neutral,586,lost
ARG,RSA,4,1,Away,580,lost
ARG,FRA,4,7,Away,567,lost
ARG,ITA,4,10,Away,566,won
ARG,IRE,4,8,Away,565,lost
ARG,ENG,5,6,Away,537,lost
ARG,ENG,5,6,Home,536,won
ARG,ENG,6,7,Away,514,lost
ARG,WAL,6,8,Away,513,lost
ARG,SCO,6,10,Away,512,won
ARG,URU,6,21,Neutral,487,won
ARG,SCO,6,9,Home,484,lost
ARG,SCO,6,9,Home,483,lost
ARG,FRA,6,4,Home,482,won
ARG,ITA,8,11,Away,462,won
ARG,FRA,8,4,Away,461,lost
ARG,IRE,8,5,Away,460,lost
ARG,URU,8,21,Home,434,won
ARG,WAL,8,7,Away,422,lost
ARG,ENG,8,5,Neutral,419,lost
ARG,SCO,8,9,Neutral,417,won
ARG,GEO,8,14,Neutral,416,won
ARG,NZL,8,1,Away,415,lost
ARG,URU,7,21,Neutral,383,won
ARG,ITA,7,11,Neutral,380,won
ARG,FRA,7,6,Neutral,379,won
ARG,FRA,7,6,Home,378,lost
ARG,RSA,8,3,Away,370,lost
ARG,RSA,8,3,Home,369,lost
ARG,NZL,8,1,Away,367,lost
ARG,AUS,8,2,Away,366,lost
ARG,NZL,8,1,Home,364,lost
ARG,AUS,8,3,Home,363,lost
ARG,WAL,8,6,Away,358,won
ARG,FRA,8,5,Away,357,lost
ARG,IRE,8,7,Away,356,lost
ARG,URU,8,21,Away,334,won
ARG,ENG,8,4,Home,328,lost
ARG,ENG,8,4,Home,327,lost
ARG,GEO,8,17,Neutral,326,won
ARG,RSA,10,2,Away,318,lost
ARG,RSA,10,2,Home,317,lost
ARG,NZL,10,1,Away,315,lost
ARG,AUS,10,3,Away,314,lost
ARG,NZL,10,1,Home,312,lost
ARG,AUS,10,4,Home,311,lost
ARG,ENG,10,3,Away,306,lost
ARG,WAL,10,6,Away,305,lost
ARG,ITA,10,12,Away,304,won
ARG,URU,9,20,Away,279,won
ARG,IRE,9,5,Home,276,lost
ARG,IRE,9,5,Home,275,lost
ARG,SCO,9,10,Neutral,274,lost
ARG,RSA,12,2,Away,266,lost
ARG,RSA,12,2,Home,265,lost
ARG,NZL,12,1,Away,263,lost
ARG,AUS,12,3,Away,262,lost
ARG,NZL,12,1,Home,260,lost
ARG,AUS,12,3,Home,259,won
ARG,SCO,12,8,Away,254,lost
ARG,ITA,12,14,Away,253,won
ARG,FRA,12,7,Away,252,won
ARG,URU,8,20,Away,227,won
ARG,NZL,8,1,Away,218,lost
ARG,AUS,8,6,Home,217,lost
ARG,RSA,8,2,Away,215,won
ARG,RSA,8,2,Home,214,lost
ARG,NZL,8,1,Neutral,209,lost
ARG,GEO,8,14,Neutral,208,won
ARG,TON,8,13,Neutral,207,won
ARG,NAM,8,20,Neutral,206,won
ARG,IRE,8,4,Neutral,205,won
ARG,AUS,8,3,Neutral,204,lost
ARG,RSA,8,5,Neutral,203,lost
ARG,ITA,6,14,Neutral,171,won
ARG,FRA,6,8,Home,170,won
ARG,FRA,6,8,Home,169,lost
ARG,RSA,9,3,Away,161,lost
ARG,RSA,9,3,Home,160,won
ARG,NZL,9,1,Away,158,lost
ARG,AUS,9,4,Away,157,lost
ARG,NZL,7,1,Home,155,lost
ARG,AUS,7,3,Neutral,154,lost
ARG,JPN,7,12,Away,150,won
ARG,WAL,7,5,Away,149,lost
ARG,SCO,7,9,Away,148,lost
ARG,ENG,7,2,Away,147,lost
ARG,ENG,9,2,Neutral,119,lost
ARG,ENG,9,2,Neutral,118,lost
ARG,GEO,9,12,Home,117,won
ARG,RSA,9,5,Away,109,lost
ARG,RSA,9,5,Home,108,lost
ARG,NZL,9,1,Away,106,lost
ARG,AUS,9,4,Away,105,lost
ARG,NZL,9,1,Home,103,lost
ARG,AUS,10,5,Home,102,lost
ARG,ENG,10,2,Away,97,lost
ARG,ITA,10,14,Away,96,won
ARG,IRE,10,4,Away,95,lost
ARG,WAL,9,7,Neutral,67,lost
ARG,WAL,9,7,Neutral,66,lost
ARG,SCO,9,5,Home,65,lost
ARG,RSA,10,6,Away,57,lost
ARG,RSA,10,6,Home,56,won
ARG,NZL,10,1,Away,54,lost
ARG,AUS,10,5,Away,53,won
ARG,NZL,10,1,Home,51,lost
ARG,AUS,9,7,Home,50,lost
ARG,IRE,9,2,Away,45,lost
ARG,FRA,9,8,Away,44,lost
ARG,SCO,9,6,Away,43,lost
ARG,NZL,10,1,Home,9,lost
ARG,AUS,10,6,Away,8,lost
ARG,RSA,10,5,Home,6,lost
ARG,RSA,10,5,Away,5,lost
URU,ARG,16,7,Neutral,803,lost
URU,GEO,16,22,Home,777,won
URU,JPN,15,18,Home,753,won
URU,ARG,15,8,Away,749,lost
URU,RSA,15,3,Neutral,745,lost
URU,ARG,16,8,Away,689,lost
URU,USA,16,14,Home,677,lost
URU,USA,16,15,Away,676,lost
URU,ITA,19,9,Home,642,lost
URU,ARG,20,3,Home,590,lost
URU,GEO,20,14,Neutral,588,lost
URU,RUS,20,16,Neutral,587,won
URU,USA,19,20,Away,567,lost
URU,ARG,20,5,Home,539,lost
URU,RUS,20,17,Neutral,535,lost
URU,USA,21,18,Home,514,lost
URU,USA,21,18,Away,513,lost
URU,ARG,21,6,Neutral,487,lost
URU,CAN,21,14,Neutral,485,lost
URU,RUS,21,19,Neutral,483,lost
URU,ARG,21,8,Away,434,lost
URU,ARG,21,7,Neutral,383,lost
URU,RUS,21,22,Neutral,379,lost
URU,ARG,21,8,Home,334,lost
URU,GEO,21,17,Away,327,lost
URU,USA,20,18,Home,287,lost
URU,USA,20,18,Away,286,lost
URU,ARG,20,9,Home,279,lost
URU,RUS,20,19,Neutral,274,won
URU,RUS,19,20,Away,260,lost
URU,RUS,20,19,Home,258,won
URU,ARG,20,8,Home,227,lost
URU,GEO,20,14,Away,223,lost
URU,JPN,21,13,Away,213,lost
URU,JPN,21,13,Away,212,lost
URU,WAL,21,5,Away,209,lost
URU,AUS,21,6,Neutral,208,lost
URU,FIJ,19,10,Neutral,206,lost
URU,ENG,19,6,Away,206,lost
URU,CAN,20,19,Away,189,lost
URU,ARG,20,5,Home,187,lost
URU,USA,20,16,Home,185,won
URU,USA,21,17,Away,137,lost
URU,CAN,21,18,Home,134,won
URU,RUS,21,20,Home,118,won
URU,NAM,18,21,Away,96,won
URU,NAM,18,21,Away,95,won
URU,CAN,18,21,Away,86,won
URU,CAN,18,21,Home,85,won
URU,USA,18,17,Home,81,lost
URU,FIJ,18,10,Neutral,44,lost
URU,CAN,17,20,Home,33,won
URU,USA,17,12,Away,29,won
URU,RUS,16,20,Home,15,won
URU,NAM,16,22,Home,15,lost
