team_1,team_2,team_1_rank,team_2_rank,venue,weeks_ago,result
WAL,SCO,8,10,Home,397,won
WAL,ENG,8,5,Away,395,won
WAL,ITA,8,12,Home,393,won
WAL,FRA,8,3,Home,392,won
WAL,AUS,5,2,Away,380,lost
WAL,AUS,5,2,Away,379,lost
WAL,AUS,5,2,Away,378,lost
WAL,ARG,6,8,Home,358,lost
WAL,SAM,6,10,Home,357,lost
WAL,NZL,6,1,Home,356,lost
WAL,AUS,6,3,Home,355,lost
WAL,IRE,9,6,Home,346,lost
WAL,FRA,9,4,Away,345,won
WAL,ITA,9,10,Away,343,won
WAL,SCO,9,12,Away,341,won
WAL,ENG,9,5,Home,340,won
WAL,JPN,5,15,Away,328,won
WAL,JPN,5,15,Away,327,lost
WAL,RSA,6,2,Home,306,lost
WAL,ARG,6,10,Home,305,won
WAL,TON,6,11,Home,304,won
WAL,AUS,6,4,Home,303,lost
WAL,ITA,6,13,Home,294,won
WAL,IRE,6,7,Away,293,lost
WAL,FRA,6,5,Home,291,won
WAL,ENG,6,4,Away,289,lost
WAL,SCO,6,9,Home,288,won
WAL,RSA,6,2,Away,275,lost
WAL,RSA,6,2,Away,274,lost
WAL,AUS,6,3,Home,254,lost
WAL,FIJ,6,11,Home,253,won
WAL,NZL,6,1,Home,252,lost
WAL,RSA,6,2,Home,251,won
WAL,ENG,6,4,Home,241,lost
WAL,SCO,6,8,Away,240,won
WAL,FRA,6,7,Away,238,won
WAL,IRE,6,3,Home,236,won
WAL,ITA,6,14,Away,235,won
WAL,IRE,5,3,Home,215,lost
WAL,IRE,5,3,Away,212,won
WAL,ITA,5,15,Home,211,won
WAL,URU,5,21,Home,209,won
WAL,ENG,5,4,Away,208,won
WAL,FIJ,2,10,Home,207,won
WAL,AUS,2,3,Neutral,206,lost
WAL,RSA,2,5,Neutral,205,lost
WAL,IRE,4,6,Away,189,lost
WAL,SCO,4,9,Home,188,won
WAL,FRA,4,7,Home,186,won
WAL,ENG,4,8,Away,184,lost
WAL,ITA,4,12,Home,183,won
WAL,ENG,5,4,Away,173,lost
WAL,NZL,5,1,Away,171,lost
WAL,NZL,5,1,Away,170,lost
WAL,NZL,5,1,Away,169,lost
WAL,AUS,5,3,Home,150,lost
WAL,ARG,5,7,Home,149,won
WAL,JPN,5,12,Home,148,won
WAL,RSA,5,4,Home,147,won
WAL,ITA,5,13,Away,137,won
WAL,ENG,5,2,Home,136,lost
WAL,SCO,5,7,Away,134,lost
WAL,IRE,5,4,Home,132,won
WAL,FRA,5,8,Away,131,lost
WAL,TON,8,13,Neutral,118,won
WAL,SAM,8,14,Away,117,won
WAL,AUS,7,5,Home,97,lost
WAL,GEO,7,12,Home,96,won
WAL,NZL,7,1,Home,95,lost
WAL,RSA,7,3,Home,94,won
WAL,SCO,7,5,Home,85,won
WAL,ENG,7,2,Away,84,lost
WAL,IRE,7,3,Away,82,lost
WAL,ITA,7,14,Home,80,won
WAL,FRA,7,9,Home,79,won
WAL,RSA,7,6,Neutral,68,won
WAL,ARG,7,9,Neutral,67,won
WAL,ARG,7,9,Neutral,66,won
WAL,SCO,3,6,Home,46,won
WAL,AUS,3,7,Home,45,won
WAL,TON,3,12,Home,44,won
WAL,RSA,3,5,Home,43,won
WAL,FRA,3,9,Away,33,won
WAL,ITA,3,15,Away,32,won
WAL,ENG,3,4,Home,30,won
WAL,SCO,3,7,Away,28,won
WAL,IRE,3,2,Home,27,won
WAL,ENG,2,4,Away,6,lost
WAL,ENG,2,4,Home,5,won
WAL,IRE,2,3,Home,3,lost
WAL,IRE,2,3,Away,2,lost
AUS,SCO,3,9,Home,797,won
AUS,SCO,3,9,Home,796,won
AUS,ENG,3,1,Home,795,won
AUS,NZL,2,1,Away,792,lost
AUS,RSA,2,5,Home,790,won
AUS,NZL,2,1,Home,789,won
AUS,RSA,2,5,Away,787,lost
AUS,SCO,2,9,Away,776,won
AUS,FRA,2,4,Away,775,lost
AUS,SCO,2,9,Away,774,won
AUS,ENG,2,3,Away,773,won
AUS,SAM,2,11,Home,745,won
AUS,ITA,2,12,Home,743,won
AUS,FRA,2,4,Home,742,won
AUS,RSA,2,3,Home,741,won
AUS,RSA,2,3,Away,739,lost
AUS,RSA,2,3,Away,738,lost
AUS,NZL,2,1,Home,736,lost
AUS,RSA,2,3,Home,735,lost
AUS,NZL,2,1,Away,733,lost
AUS,FRA,3,4,Away,724,lost
AUS,ENG,3,6,Away,723,lost
AUS,IRE,3,7,Away,722,won
AUS,WAL,3,5,Away,721,lost
AUS,ENG,4,6,Home,693,won
AUS,ENG,4,6,Home,692,won
AUS,IRE,4,5,Home,691,won
AUS,NZL,4,1,Away,689,lost
AUS,RSA,4,3,Home,688,won
AUS,NZL,4,1,Home,686,lost
AUS,RSA,4,3,Home,685,won
AUS,NZL,4,1,Away,683,lost
AUS,RSA,4,3,Away,680,lost
AUS,WAL,4,9,Away,672,lost
AUS,ITA,4,12,Away,671,won
AUS,IRE,4,5,Away,670,lost
AUS,SCO,4,7,Away,669,won
AUS,WAL,3,8,Home,643,won
AUS,WAL,3,8,Home,642,won
AUS,FIJ,3,12,Home,641,won
AUS,RSA,3,5,Away,640,lost
AUS,NZL,3,1,Home,638,won
AUS,RSA,4,3,Home,637,won
AUS,NZL,4,1,Away,635,lost
AUS,JPN,4,18,Neutral,628,won
AUS,WAL,4,8,Away,627,won
AUS,FIJ,4,13,Neutral,626,won
AUS,CAN,4,12,Neutral,625,won
AUS,ENG,2,6,Neutral,624,lost
AUS,IRE,4,8,Home,588,won
AUS,FRA,4,7,Home,586,won
AUS,FRA,3,7,Home,585,won
AUS,RSA,3,1,Home,583,won
AUS,NZL,3,2,Home,582,won
AUS,NZL,3,2,Away,581,lost
AUS,RSA,3,1,Away,578,won
AUS,RSA,3,1,Away,577,lost
AUS,NZL,3,2,Home,575,lost
AUS,NZL,3,1,Neutral,568,lost
AUS,ITA,3,10,Away,567,won
AUS,ENG,3,5,Away,566,won
AUS,FRA,3,7,Away,565,won
AUS,WAL,3,6,Away,564,lost
AUS,ITA,3,12,Home,536,won
AUS,ITA,3,12,Home,535,won
AUS,FRA,3,8,Home,534,won
AUS,NZL,3,1,Away,531,lost
AUS,RSA,3,2,Away,528,lost
AUS,NZL,3,1,Home,526,lost
AUS,RSA,3,2,Home,525,lost
AUS,RSA,3,2,Home,524,won
AUS,NZL,3,1,Away,522,lost
AUS,NZL,3,2,Neutral,516,lost
AUS,ENG,3,7,Away,515,won
AUS,IRE,3,4,Away,514,lost
AUS,SCO,3,10,Away,513,lost
AUS,WAL,3,8,Away,512,won
AUS,FIJ,3,10,Home,485,won
AUS,ENG,3,7,Home,484,won
AUS,ENG,3,7,Home,483,lost
AUS,IRE,3,5,Home,482,won
AUS,RSA,3,2,Home,478,won
AUS,NZL,3,1,Home,477,lost
AUS,NZL,3,1,Away,476,lost
AUS,RSA,3,2,Away,473,lost
AUS,RSA,3,2,Away,472,won
AUS,NZL,3,1,Home,471,lost
AUS,NZL,2,1,Neutral,464,won
AUS,WAL,2,9,Away,463,won
AUS,ENG,2,6,Away,462,lost
AUS,ITA,2,11,Away,461,won
AUS,FRA,2,4,Away,460,won
AUS,SAM,2,11,Home,427,lost
AUS,RSA,2,3,Home,426,won
AUS,NZL,2,1,Away,424,lost
AUS,RSA,2,3,Away,423,won
AUS,NZL,2,1,Home,421,won
AUS,ITA,2,12,Neutral,419,won
AUS,IRE,2,4,Neutral,418,lost
AUS,USA,2,17,Neutral,417,won
AUS,RUS,3,21,Neutral,416,won
AUS,RSA,3,2,Neutral,415,won
AUS,NZL,3,1,Away,414,lost
AUS,WAL,3,7,Neutral,413,won
AUS,WAL,3,7,Away,407,won
AUS,SCO,2,12,Neutral,380,lost
AUS,WAL,2,5,Home,380,won
AUS,WAL,2,5,Home,379,won
AUS,WAL,2,5,Home,378,won
AUS,NZL,2,1,Home,370,lost
AUS,NZL,2,1,Away,369,lost
AUS,RSA,2,3,Home,367,won
AUS,ARG,2,8,Home,366,won
AUS,RSA,2,3,Away,364,lost
AUS,ARG,3,8,Away,363,won
AUS,NZL,3,1,Home,361,lost
AUS,FRA,3,5,Away,358,lost
AUS,ENG,3,4,Away,357,won
AUS,ITA,3,11,Away,356,won
AUS,WAL,3,6,Away,355,won
AUS,NZL,3,1,Home,318,lost
AUS,NZL,3,1,Away,317,lost
AUS,RSA,3,2,Home,315,lost
AUS,ARG,3,10,Home,314,won
AUS,RSA,3,2,Away,312,lost
AUS,ARG,4,10,Away,311,won
AUS,NZL,4,1,Away,309,lost
AUS,ENG,4,3,Away,307,lost
AUS,ITA,4,12,Away,306,won
AUS,IRE,4,8,Away,305,won
AUS,SCO,4,9,Away,304,won
AUS,WAL,4,6,Away,303,won
AUS,FRA,3,7,Home,276,won
AUS,FRA,3,7,Home,275,won
AUS,FRA,3,7,Home,274,won
AUS,NZL,3,1,Home,266,lost
AUS,NZL,3,1,Away,265,lost
AUS,RSA,3,2,Home,263,won
AUS,ARG,3,12,Home,262,won
AUS,RSA,3,2,Away,260,lost
AUS,ARG,3,12,Away,259,lost
AUS,NZL,3,1,Home,257,lost
AUS,WAL,3,6,Away,254,won
AUS,FRA,3,7,Away,253,lost
AUS,IRE,3,5,Away,252,lost
AUS,ENG,3,4,Away,251,lost
AUS,RSA,6,2,Home,218,won
AUS,ARG,6,8,Away,217,won
AUS,NZL,6,1,Home,215,won
AUS,NZL,6,1,Away,214,lost
AUS,USA,6,16,Away,211,won
AUS,FIJ,6,11,Neutral,208,won
AUS,URU,6,21,Neutral,208,won
AUS,ENG,3,6,Away,207,won
AUS,WAL,3,2,Neutral,206,won
AUS,SCO,3,9,Neutral,205,won
AUS,ARG,3,8,Neutral,204,won
AUS,NZL,3,1,Neutral,203,lost
AUS,ENG,2,4,Home,171,lost
AUS,ENG,2,4,Home,170,lost
AUS,ENG,2,4,Home,169,lost
AUS,NZL,4,1,Home,161,lost
AUS,NZL,4,1,Away,160,lost
AUS,RSA,4,3,Home,158,won
AUS,ARG,4,9,Home,157,won
AUS,RSA,3,4,Away,155,lost
AUS,ARG,3,7,Neutral,154,won
AUS,NZL,3,1,Away,152,lost
AUS,WAL,3,5,Away,150,won
AUS,SCO,3,9,Away,149,won
AUS,FRA,3,8,Away,148,won
AUS,IRE,3,6,Away,147,lost
AUS,ENG,3,2,Away,146,lost
AUS,FIJ,3,10,Home,119,won
AUS,SCO,3,5,Home,118,lost
AUS,ITA,3,15,Home,117,won
AUS,NZL,4,1,Home,109,lost
AUS,NZL,4,1,Away,108,lost
AUS,RSA,4,5,Home,106,lost
AUS,ARG,4,9,Home,105,won
AUS,RSA,4,5,Away,103,lost
AUS,ARG,5,10,Away,102,won
AUS,NZL,5,1,Home,100,won
AUS,JPN,5,11,Away,98,won
AUS,WAL,5,7,Away,97,won
AUS,ENG,5,2,Away,96,lost
AUS,SCO,5,6,Away,95,lost
AUS,IRE,4,2,Home,67,won
AUS,IRE,4,2,Home,66,lost
AUS,IRE,4,2,Home,65,lost
AUS,NZL,5,1,Home,57,lost
AUS,NZL,5,1,Away,56,lost
AUS,RSA,5,6,Home,54,won
AUS,ARG,5,10,Home,53,lost
AUS,RSA,5,6,Away,51,lost
AUS,ARG,7,9,Away,50,won
AUS,NZL,7,1,Neutral,47,lost
AUS,WAL,7,3,Away,45,lost
AUS,ITA,7,14,Away,44,won
AUS,ENG,7,4,Away,43,lost
AUS,RSA,6,5,Away,9,lost
AUS,ARG,6,10,Home,8,won
AUS,NZL,6,1,Home,6,won
AUS,NZL,6,1,Away,5,lost
AUS,SAM,6,16,Home,2,won
FIJ,SAM,12,10,Home,797,won
FIJ,NZL,10,1,Away,745,lost
FIJ,TON,10,20,Home,743,won
FIJ,SAM,10,12,Away,741,lost
FIJ,SAM,10,12,Home,738,won
FIJ,WAL,10,5,Away,723,lost
FIJ,ITA,10,11,Away,721,lost
FIJ,ITA,11,12,Home,692,won
FIJ,SAM,11,10,Home,691,won
FIJ,JPN,11,20,Away,690,won
FIJ,SAM,12,11,Away,644,lost
FIJ,JPN,12,18,Home,643,won
FIJ,AUS,12,3,Away,641,lost
FIJ,TON,12,16,Home,640,lost
FIJ,JPN,13,18,Neutral,627,won
FIJ,CAN,13,12,Neutral,627,won
FIJ,AUS,13,4,Neutral,626,lost
FIJ,WAL,13,8,Neutral,625,won
FIJ,RSA,9,3,Neutral,624,lost
FIJ,SAM,9,12,Home,589,won
FIJ,JPN,9,18,Away,587,won
FIJ,SAM,9,11,Home,534,won
FIJ,JPN,9,14,Home,533,won
FIJ,SCO,9,10,Away,514,lost
FIJ,IRE,9,4,Away,513,lost
FIJ,AUS,10,3,Away,485,lost
FIJ,JPN,10,13,Home,484,won
FIJ,TON,10,15,Neutral,483,won
FIJ,SAM,10,12,Away,482,lost
FIJ,FRA,10,4,Away,462,lost
FIJ,WAL,10,9,Away,461,lost
FIJ,ITA,10,11,Away,460,lost
FIJ,TON,10,16,Home,429,lost
FIJ,SAM,10,11,Home,428,won
FIJ,JPN,10,13,Home,427,lost
FIJ,NZL,10,1,Away,426,lost
FIJ,TON,10,16,Home,423,won
FIJ,TON,10,16,Home,422,lost
FIJ,NAM,10,20,Neutral,419,won
FIJ,RSA,10,3,Neutral,418,lost
FIJ,SAM,10,11,Neutral,417,lost
FIJ,WAL,16,7,Neutral,416,lost
FIJ,JPN,16,14,Away,380,won
FIJ,SAM,16,10,Neutral,380,lost
FIJ,SCO,16,12,Home,379,lost
FIJ,TON,16,9,Home,378,won
FIJ,ENG,14,4,Away,358,lost
FIJ,GEO,14,15,Away,356,won
FIJ,JPN,13,15,Home,329,won
FIJ,CAN,13,14,Away,328,lost
FIJ,USA,13,16,Neutral,326,won
FIJ,TON,13,11,Neutral,326,won
FIJ,ITA,13,12,Away,305,lost
FIJ,ITA,11,14,Home,276,won
FIJ,TON,11,12,Home,275,won
FIJ,SAM,11,8,Home,274,lost
FIJ,FRA,11,7,Away,254,lost
FIJ,WAL,11,6,Away,253,lost
FIJ,USA,11,18,Neutral,252,won
FIJ,TON,11,12,Home,218,won
FIJ,SAM,11,9,Neutral,217,lost
FIJ,JPN,11,13,Neutral,216,won
FIJ,SAM,11,9,Neutral,215,won
FIJ,CAN,11,17,Neutral,211,won
FIJ,ENG,11,4,Away,209,lost
FIJ,AUS,11,6,Neutral,208,lost
FIJ,WAL,10,2,Away,207,lost
FIJ,URU,10,19,Neutral,206,won
FIJ,TON,11,13,Home,171,won
FIJ,SAM,11,15,Home,170,won
FIJ,GEO,11,12,Home,169,lost
FIJ,ENG,10,2,Away,148,lost
FIJ,JPN,10,12,Neutral,147,won
FIJ,AUS,10,3,Away,119,lost
FIJ,ITA,10,15,Home,118,won
FIJ,SCO,10,5,Home,117,won
FIJ,SAM,10,15,Away,114,won
FIJ,ITA,9,14,Away,97,lost
FIJ,IRE,9,4,Away,96,lost
FIJ,CAN,9,24,Neutral,95,won
FIJ,SAM,10,16,Home,67,won
FIJ,GEO,10,12,Home,66,won
FIJ,TON,10,13,Home,65,lost
FIJ,SCO,10,6,Away,45,lost
FIJ,URU,10,18,Neutral,44,won
FIJ,FRA,10,8,Away,43,won
FIJ,JPN,9,11,Away,8,lost
FIJ,CAN,9,21,Home,7,won
FIJ,SAM,9,16,Home,6,won
FIJ,TON,9,13,Neutral,3,won
NZL,ENG,2,1,Home,797,won
NZL,ENG,2,1,Home,796,won
NZL,ARG,2,7,Home,795,won
NZL,AUS,1,2,Home,792,won
NZL,RSA,1,5,Home,791,won
NZL,AUS,1,2,Away,789,lost
NZL,RSA,1,5,Away,788,lost
NZL,ITA,1,11,Away,775,won
NZL,WAL,1,7,Away,774,won
NZL,FRA,1,4,Away,773,won
NZL,FIJ,1,10,Home,745,won
NZL,RSA,1,3,Away,737,lost
NZL,AUS,1,2,Away,736,won
NZL,RSA,1,3,Home,734,won
NZL,AUS,1,2,Home,733,won
NZL,WAL,1,5,Away,724,won
NZL,IRE,1,7,Away,723,won
NZL,ENG,1,6,Away,722,won
NZL,SCO,1,9,Away,721,won
NZL,IRE,1,5,Home,693,won
NZL,IRE,1,5,Home,692,won
NZL,ARG,1,9,Away,691,won
NZL,AUS,1,4,Home,689,won
NZL,RSA,1,3,Home,687,won
NZL,AUS,1,4,Away,686,won
NZL,AUS,1,4,Home,683,won
NZL,RSA,1,3,Away,682,won
NZL,RSA,1,3,Away,681,lost
NZL,ENG,1,6,Away,672,won
NZL,FRA,1,2,Away,671,won
NZL,FRA,1,2,Away,670,won
NZL,WAL,1,9,Away,669,won
NZL,FRA,1,2,Home,642,won
NZL,FRA,1,2,Home,641,won
NZL,CAN,1,13,Home,640,won
NZL,RSA,1,5,Away,639,won
NZL,AUS,1,3,Away,638,lost
NZL,RSA,1,3,Home,636,won
NZL,AUS,1,4,Home,635,won
NZL,ITA,1,9,Neutral,628,won
NZL,SCO,1,11,Away,626,won
NZL,FRA,1,5,Neutral,624,lost
NZL,IRE,2,8,Home,589,won
NZL,ENG,2,5,Home,588,won
NZL,ENG,2,5,Home,587,won
NZL,RSA,2,1,Home,585,won
NZL,RSA,2,1,Home,584,lost
NZL,AUS,2,3,Away,582,lost
NZL,AUS,2,3,Home,581,won
NZL,RSA,2,1,Away,579,won
NZL,SAM,2,12,Home,576,won
NZL,AUS,2,3,Away,575,won
NZL,AUS,1,3,Neutral,568,won
NZL,SCO,1,9,Away,567,won
NZL,IRE,1,8,Away,566,won
NZL,WAL,1,6,Away,565,won
NZL,ENG,1,5,Away,564,won
NZL,FRA,1,8,Home,536,lost
NZL,FRA,1,8,Home,535,won
NZL,ITA,1,12,Home,534,won
NZL,AUS,1,3,Home,531,won
NZL,RSA,1,2,Away,530,lost
NZL,RSA,1,2,Away,529,lost
NZL,AUS,1,3,Away,526,won
NZL,RSA,1,2,Home,523,lost
NZL,AUS,1,3,Home,522,won
NZL,AUS,2,3,Neutral,516,won
NZL,WAL,2,8,Away,515,won
NZL,ITA,2,12,Away,514,won
NZL,ENG,2,7,Away,513,won
NZL,FRA,2,5,Away,512,won
NZL,IRE,1,5,Home,484,won
NZL,WAL,1,8,Home,483,won
NZL,WAL,1,8,Home,482,won
NZL,RSA,1,2,Home,480,won
NZL,RSA,1,2,Home,479,won
NZL,AUS,1,3,Away,477,won
NZL,AUS,1,3,Home,476,won
NZL,RSA,1,2,Away,474,won
NZL,AUS,1,3,Away,471,won
NZL,AUS,1,2,Neutral,464,lost
NZL,ENG,1,6,Away,463,won
NZL,SCO,1,7,Away,462,won
NZL,IRE,1,5,Away,461,won
NZL,WAL,1,9,Away,460,won
NZL,FIJ,1,10,Home,426,won
NZL,RSA,1,3,Home,425,won
NZL,AUS,1,2,Home,424,won
NZL,RSA,1,3,Away,422,lost
NZL,AUS,1,2,Away,421,lost
NZL,TON,1,16,Home,419,won
NZL,JPN,1,13,Home,418,won
NZL,FRA,1,6,Home,417,won
NZL,CAN,1,12,Home,416,won
NZL,ARG,1,8,Home,415,won
NZL,AUS,1,3,Home,414,won
NZL,FRA,1,5,Home,413,won
NZL,IRE,1,8,Home,380,won
NZL,IRE,1,8,Home,379,won
NZL,IRE,1,8,Home,378,won
NZL,AUS,1,2,Away,370,won
NZL,AUS,1,2,Home,369,won
NZL,ARG,1,8,Home,367,won
NZL,RSA,1,3,Home,366,won
NZL,ARG,1,8,Away,364,won
NZL,RSA,1,2,Away,363,won
NZL,AUS,1,3,Away,361,lost
NZL,SCO,1,9,Away,358,won
NZL,ITA,1,11,Away,357,won
NZL,WAL,1,6,Away,356,won
NZL,ENG,1,4,Away,355,lost
NZL,FRA,1,6,Home,328,won
NZL,FRA,1,6,Home,327,won
NZL,FRA,1,6,Home,326,won
NZL,AUS,1,3,Away,318,won
NZL,AUS,1,3,Home,317,won
NZL,ARG,1,10,Home,315,won
NZL,RSA,1,2,Home,314,won
NZL,ARG,1,10,Away,312,won
NZL,RSA,1,2,Away,311,won
NZL,AUS,1,4,Home,309,won
NZL,JPN,1,15,Away,307,won
NZL,FRA,1,5,Away,306,won
NZL,ENG,1,3,Away,305,won
NZL,IRE,1,8,Away,304,won
NZL,ENG,1,4,Home,276,won
NZL,ENG,1,4,Home,275,won
NZL,ENG,1,4,Home,274,won
NZL,AUS,1,3,Away,266,lost
NZL,AUS,1,3,Home,265,won
NZL,ARG,1,12,Home,263,won
NZL,RSA,1,2,Home,262,won
NZL,ARG,1,12,Away,260,won
NZL,RSA,1,2,Away,259,lost
NZL,AUS,1,3,Away,257,won
NZL,USA,1,18,Away,255,won
NZL,ENG,1,4,Away,254,won
NZL,SCO,1,8,Away,253,won
NZL,WAL,1,6,Away,252,won
NZL,SAM,1,9,Away,219,won
NZL,ARG,1,8,Home,218,won
NZL,RSA,1,2,Away,217,won
NZL,AUS,1,6,Away,215,lost
NZL,AUS,1,6,Home,214,won
NZL,ARG,1,8,Neutral,209,won
NZL,NAM,1,22,Neutral,208,won
NZL,GEO,1,15,Neutral,207,won
NZL,TON,1,13,Neutral,206,won
NZL,FRA,1,7,Neutral,205,won
NZL,RSA,1,5,Neutral,204,won
NZL,AUS,1,3,Neutral,203,won
NZL,WAL,1,5,Home,171,won
NZL,WAL,1,5,Home,170,won
NZL,WAL,1,5,Home,169,won
NZL,AUS,1,4,Away,161,won
NZL,AUS,1,4,Home,160,won
NZL,ARG,1,9,Home,158,won
NZL,RSA,1,3,Home,157,won
NZL,ARG,1,7,Away,155,won
NZL,RSA,1,4,Away,154,won
NZL,AUS,1,3,Home,152,won
NZL,IRE,1,6,Neutral,150,lost
NZL,ITA,1,13,Away,149,won
NZL,IRE,1,6,Away,148,won
NZL,FRA,1,8,Away,147,won
NZL,SAM,1,14,Home,118,won
NZL,AUS,1,4,Away,109,won
NZL,AUS,1,4,Home,108,won
NZL,ARG,1,9,Home,106,won
NZL,RSA,1,5,Home,105,won
NZL,ARG,1,9,Away,103,won
NZL,RSA,1,3,Away,102,won
NZL,AUS,1,5,Away,100,lost
NZL,FRA,1,8,Away,97,won
NZL,SCO,1,6,Away,96,won
NZL,WAL,1,7,Away,95,won
NZL,FRA,1,8,Home,67,won
NZL,FRA,1,8,Home,66,won
NZL,FRA,1,8,Home,65,won
NZL,AUS,1,5,Away,57,won
NZL,AUS,1,5,Home,56,won
NZL,ARG,1,10,Home,54,won
NZL,RSA,1,6,Home,53,lost
NZL,ARG,1,10,Away,51,won
NZL,RSA,1,5,Away,50,won
NZL,AUS,1,7,Neutral,47,won
NZL,JPN,1,11,Away,46,won
NZL,ENG,1,4,Away,45,won
NZL,IRE,1,2,Away,44,lost
NZL,ITA,1,14,Away,43,won
NZL,ARG,1,10,Away,9,won
NZL,RSA,1,5,Home,8,lost
NZL,AUS,1,6,Away,6,lost
NZL,AUS,1,6,Home,5,won
NZL,TON,1,13,Home,2,won
SAM,TON,10,18,Home,799,won
SAM,SCO,10,9,Neutral,798,lost
SAM,FIJ,10,12,Away,797,lost
SAM,AUS,11,2,Away,745,lost
SAM,TON,12,20,Home,742,won
SAM,FIJ,12,10,Home,741,won
SAM,FIJ,12,10,Away,738,lost
SAM,SCO,12,9,Away,722,lost
SAM,ENG,12,6,Away,721,lost
SAM,ARG,12,8,Away,720,won
SAM,JPN,10,17,Neutral,692,won
SAM,FIJ,10,11,Away,691,lost
SAM,FIJ,11,12,Home,644,won
SAM,RSA,11,5,Away,641,lost
SAM,JPN,11,18,Away,640,won
SAM,TON,11,16,Home,639,won
SAM,RSA,10,3,Neutral,628,lost
SAM,TON,10,15,Neutral,627,lost
SAM,ENG,10,7,Neutral,626,lost
SAM,USA,10,14,Neutral,625,won
SAM,FIJ,12,9,Away,589,lost
SAM,JPN,12,16,Home,585,won
SAM,NZL,12,2,Away,576,lost
SAM,JPN,11,16,Neutral,535,won
SAM,TON,11,14,Neutral,534,won
SAM,FIJ,11,9,Away,534,lost
SAM,WAL,11,8,Away,514,lost
SAM,FRA,11,5,Away,513,lost
SAM,ITA,11,12,Away,512,lost
SAM,TON,12,15,Home,484,won
SAM,JPN,12,13,Home,483,lost
SAM,FIJ,12,10,Home,482,won
SAM,JPN,12,13,Away,464,won
SAM,IRE,12,5,Away,462,lost
SAM,ENG,12,6,Away,461,lost
SAM,SCO,12,7,Away,460,lost
SAM,JPN,11,13,Away,429,won
SAM,FIJ,11,10,Away,428,lost
SAM,TON,11,16,Neutral,427,lost
SAM,AUS,11,2,Away,427,won
SAM,NAM,11,20,Neutral,418,won
SAM,WAL,11,7,Neutral,418,lost
SAM,FIJ,11,10,Neutral,417,won
SAM,RSA,11,3,Neutral,416,lost
SAM,TON,10,9,Neutral,380,won
SAM,FIJ,10,16,Neutral,380,won
SAM,JPN,10,14,Away,379,won
SAM,SCO,10,12,Home,378,lost
SAM,CAN,10,13,Neutral,358,won
SAM,WAL,10,6,Away,357,won
SAM,FRA,10,5,Away,356,lost
SAM,SCO,7,10,Neutral,328,won
SAM,ITA,7,12,Neutral,327,won
SAM,RSA,7,2,Away,326,lost
SAM,IRE,7,8,Away,306,lost
SAM,GEO,7,16,Away,304,lost
SAM,JPN,8,13,Away,277,lost
SAM,TON,8,12,Home,276,lost
SAM,ITA,8,14,Home,275,won
SAM,FIJ,8,11,Away,274,won
SAM,ITA,9,14,Away,254,lost
SAM,CAN,9,17,Neutral,253,won
SAM,ENG,9,4,Away,252,lost
SAM,NZL,9,1,Home,219,lost
SAM,USA,9,16,Away,218,won
SAM,FIJ,9,11,Neutral,217,lost
SAM,CAN,9,17,Away,216,won
SAM,FIJ,9,11,Neutral,215,lost
SAM,USA,9,16,Neutral,209,won
SAM,RSA,9,2,Neutral,208,lost
SAM,JPN,11,12,Neutral,207,lost
SAM,SCO,11,9,Neutral,206,lost
SAM,GEO,15,12,Home,171,lost
SAM,FIJ,15,11,Away,170,lost
SAM,TON,15,13,Home,169,won
SAM,FRA,14,8,Away,149,lost
SAM,GEO,14,11,Away,148,lost
SAM,CAN,14,18,Neutral,147,won
SAM,NZL,14,1,Away,118,lost
SAM,WAL,14,8,Home,117,lost
SAM,FIJ,15,10,Home,114,lost
SAM,SCO,16,6,Away,97,lost
SAM,ENG,16,2,Away,95,lost
SAM,FIJ,16,10,Away,67,lost
SAM,TON,16,13,Neutral,66,lost
SAM,USA,16,15,Neutral,45,lost
SAM,GEO,16,13,Away,44,lost
SAM,TON,16,13,Home,8,won
SAM,USA,16,15,Neutral,7,lost
SAM,FIJ,16,9,Away,6,lost
SAM,AUS,16,6,Away,2,lost
TON,SAM,18,10,Away,799,lost
TON,FIJ,20,10,Away,743,lost
TON,SAM,20,12,Away,742,lost
TON,FRA,20,4,Away,722,lost
TON,JPN,20,17,Away,694,won
TON,FIJ,16,12,Away,640,won
TON,SAM,16,11,Away,639,lost
TON,USA,15,14,Neutral,627,won
TON,SAM,15,10,Neutral,627,won
TON,RSA,15,3,Neutral,626,lost
TON,ENG,15,7,Neutral,625,lost
TON,JPN,13,18,Away,588,lost
TON,SAM,14,11,Neutral,534,lost
TON,JPN,14,16,Neutral,534,lost
TON,SAM,15,12,Away,484,lost
TON,FIJ,15,10,Neutral,483,lost
TON,JPN,15,13,Neutral,482,lost
TON,USA,17,16,Neutral,432,won
TON,FIJ,16,10,Away,429,won
TON,JPN,16,13,Neutral,428,lost
TON,SAM,16,11,Neutral,427,won
TON,FIJ,16,10,Away,423,lost
TON,FIJ,16,10,Away,422,won
TON,NZL,16,1,Away,419,lost
TON,FRA,13,5,Neutral,416,won
TON,SAM,9,10,Neutral,380,lost
TON,JPN,9,14,Away,380,won
TON,FIJ,9,16,Away,378,lost
TON,USA,12,17,Neutral,357,won
TON,SCO,12,9,Away,356,won
TON,CAN,11,14,Away,328,lost
TON,USA,11,16,Away,327,won
TON,FIJ,11,13,Neutral,326,lost
TON,WAL,11,6,Away,304,lost
